아파트명,전용면적(㎡),서울시_가계대출,층,건축년도,구,동,도로명,세대별주차대수,좌표X,좌표Y,top_apt,국민평수,1번째_가까운_역_이름,1번째_가까운_역_호선,1번째_가까운_역_거리,5분이하_역_개수,5분초과_10분이하_역_개수,kb부동산지수,target
금천롯데캐슬골드파크1차,84.8114,404538.4,7,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,38.0,122055.0
금천롯데캐슬골드파크1차,84.8114,404538.4,15,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,38.0,122205.0
금천롯데캐슬골드파크1차,84.8114,404538.4,8,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,38.0,122570.0
금천롯데캐슬골드파크1차,101.8228,404538.4,29,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,0,금천구청,경부선,461.40868726334617,0,1,38.0,129527.0
금천롯데캐슬골드파크1차,84.3963,406315.8,13,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,46.0,119440.0
금천롯데캐슬골드파크1차,59.9384,406315.8,13,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,46.0,89277.5
금천롯데캐슬골드파크1차,84.8114,406315.8,35,2016,금천구,독산동,벚꽃로 40,1.2994836488812394,126.8944575,37.4597582,0,1,금천구청,경부선,461.40868726334617,0,1,46.0,121255.0
금천롯데캐슬골드파크3차,59.9672,404538.4,11,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,83539.5
금천롯데캐슬골드파크3차,59.9672,404538.4,38,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,83266.5
금천롯데캐슬골드파크3차,59.9672,404538.4,31,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,83171.0
금천롯데캐슬골드파크3차,59.9662,404538.4,34,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,83329.0
금천롯데캐슬골드파크3차,59.968,404538.4,37,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,83165.0
금천롯데캐슬골드파크3차,84.408,404538.4,25,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,38.0,123795.0
금천롯데캐슬골드파크3차,59.9662,406315.8,45,2018,금천구,독산동,시흥대로 291,1.093042071197411,126.8972435,37.4599827,0,1,금천구청,경부선,563.6156272234945,0,1,46.0,85881.83333333331
독산동중앙하이츠빌,84.8768,404538.4,10,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,38.0,74680.0
독산동중앙하이츠빌,84.8768,404538.4,5,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,38.0,73958.0
독산동중앙하이츠빌,84.8768,404538.4,3,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,38.0,71492.0
독산동중앙하이츠빌,84.8768,404538.4,3,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,38.0,71492.0
독산동중앙하이츠빌,84.8768,406315.8,18,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,46.0,83500.0
독산동중앙하이츠빌,84.8768,406315.8,6,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,46.0,81346.0
독산동중앙하이츠빌,84.8768,406315.8,14,2004,금천구,독산동,범안로 1136,1.1588447653429603,126.888727,37.4647877,0,1,독산,경부선,208.1271312890355,1,0,46.0,83063.0
독산동한양수자인,68.207,406315.8,2,2011,금천구,독산동,시흥대로150길 6,1.0121951219512195,126.8993199,37.475936,0,1,구로디지털단지,2호선,1053.575741408858,0,0,46.0,67378.0
독산주공14단지,44.89,404538.4,11,1990,금천구,독산동,한내로 69-54,0.0,126.8864807,37.460097,0,1,독산,경부선,764.633592014593,0,0,38.0,45757.5
독산주공14단지,44.94,407049.7,8,1990,금천구,독산동,한내로 69-54,0.0,126.8864807,37.460097,0,1,독산,경부선,764.633592014593,0,0,41.4,45755.5
독산현대,58.72,406315.8,14,1999,금천구,독산동,범안로17길 12,0.9906542056074766,126.8950063,37.4674692,0,1,독산,경부선,516.9573754005368,0,1,46.0,57829.0
관악산신도브래뉴,94.6,406315.8,2,2006,금천구,시흥동,금하로24나길 48,1.1990291262135921,126.9106616,37.447951,0,0,석수,경부선,1613.8245612590952,0,0,46.0,79845.5
관악산신도브래뉴,94.6,407049.7,8,2006,금천구,시흥동,금하로24나길 48,1.1990291262135921,126.9106616,37.447951,0,0,석수,경부선,1613.8245612590952,0,0,41.4,79844.0
남서울건영,53.39,406315.8,12,1982,금천구,시흥동,시흥대로59길 35,0.6461538461538462,126.8986691,37.4528916,0,1,금천구청,경부선,513.5850025609585,0,1,46.0,57396.5
남서울힐스테이트,59.87,404538.4,4,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,38.0,81275.0
남서울힐스테이트,84.697,404538.4,20,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,38.0,117805.0
남서울힐스테이트,113.329,404538.4,11,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,0,금천구청,경부선,1079.2323441596443,0,0,38.0,102945.0
남서울힐스테이트,59.817,404538.4,9,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,38.0,82348.0
남서울힐스테이트,84.786,404538.4,15,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,38.0,117590.0
남서울힐스테이트,59.817,404538.4,25,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,38.0,81516.5
남서울힐스테이트,59.817,406315.8,1,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,46.0,83534.0
남서울힐스테이트,84.697,406315.8,11,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,46.0,117975.0
남서울힐스테이트,59.817,406315.8,16,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,46.0,84219.5
남서울힐스테이트,84.786,406315.8,11,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,46.0,118025.0
남서울힐스테이트,59.817,406315.8,8,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,46.0,84762.5
남서울힐스테이트,113.329,407049.7,3,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,0,금천구청,경부선,1079.2323441596443,0,0,41.4,101924.0
남서울힐스테이트,84.786,407049.7,19,2014,금천구,시흥동,시흥대로 165,1.2675736961451247,126.9012406,37.4478171,0,1,금천구청,경부선,1079.2323441596443,0,0,41.4,117720.0
공릉해링턴플레이스,134.914,404538.4,10,2000,노원구,공릉동,노원로 62,0.0,127.0869209,37.6277429,0,0,화랑대(서울여대입구),6호선,876.187943502541,0,0,38.0,108132.5
공릉해링턴플레이스,99.917,407049.7,13,2000,노원구,공릉동,노원로 62,0.0,127.0869209,37.6277429,0,0,화랑대(서울여대입구),6호선,876.187943502541,0,0,41.4,92333.58333333334
청솔,84.65,404538.4,1,2000,노원구,공릉동,노원로1가길 10,1.169064748201439,127.0860248,37.6232755,0,1,화랑대(서울여대입구),6호선,375.9829886207757,0,1,38.0,75559.0
청솔,84.65,404538.4,5,2000,노원구,공릉동,노원로1가길 10,1.169064748201439,127.0860248,37.6232755,0,1,화랑대(서울여대입구),6호선,375.9829886207757,0,1,38.0,77361.0
청솔,84.99,404538.4,11,2000,노원구,공릉동,노원로1길 21,1.169064748201439,127.085154,37.6214624,0,1,화랑대(서울여대입구),6호선,160.79786711917166,1,0,38.0,80347.7
태릉해링턴플레이스,59.98,404538.4,14,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,96370.4
태릉해링턴플레이스,59.98,404538.4,13,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,96005.4
태릉해링턴플레이스,59.98,404538.4,15,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,97385.2
태릉해링턴플레이스,74.95,404538.4,10,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,110078.31
태릉해링턴플레이스,74.95,404538.4,10,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,110078.31
태릉해링턴플레이스,59.98,404538.4,14,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,96370.4
태릉해링턴플레이스,59.98,404538.4,14,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,38.0,96370.4
태릉해링턴플레이스,59.98,406315.8,6,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,46.0,93794.9
태릉해링턴플레이스,59.98,406315.8,22,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,46.0,100191.7
태릉해링턴플레이스,59.98,407049.7,5,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,41.4,93434.9
태릉해링턴플레이스,59.98,407049.7,17,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,41.4,97292.7
태릉해링턴플레이스,74.95,407049.7,10,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,41.4,110083.31
태릉해링턴플레이스,74.95,407049.7,20,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,41.4,115366.82
태릉해링턴플레이스,49.98,407049.7,6,2022,노원구,공릉동,공릉로34길 86,1.1850152905198776,127.0832602,37.6258853,0,1,화랑대(서울여대입구),6호선,659.4170342257497,0,1,41.4,71342.0
자양삼성,114.88,404538.4,2,1999,광진구,자양동,자양번영로3길 65,0.9786666666666667,127.0716392,37.5322192,0,0,뚝섬유원지,7호선,441.68668679362713,0,1,38.0,133238.0
자양삼성,114.88,406315.8,23,1999,광진구,자양동,자양번영로3길 65,0.9786666666666667,127.0716392,37.5322192,0,0,뚝섬유원지,7호선,441.68668679362713,0,1,46.0,151269.55
자양삼성,59.76,407049.7,3,1999,광진구,자양동,자양번영로3길 65,0.9786666666666667,127.0716392,37.5322192,0,1,뚝섬유원지,7호선,441.68668679362713,0,1,41.4,105302.8
자양삼성,84.96,407049.7,9,1999,광진구,자양동,자양번영로3길 65,0.9786666666666667,127.0716392,37.5322192,0,1,뚝섬유원지,7호선,441.68668679362713,0,1,41.4,144605.8333333333
자양우성7,84.93,404538.4,5,1998,광진구,자양동,아차산로36길 39,1.0448,127.0746096,37.5363569,0,1,건대입구,7호선,585.853859923241,0,2,38.0,141308.6666666667
자양우성7,59.94,404538.4,10,1998,광진구,자양동,아차산로36길 39,1.0448,127.0746096,37.5363569,0,1,건대입구,7호선,585.853859923241,0,2,38.0,102500.5
자양우성7,84.93,406315.8,15,1998,광진구,자양동,아차산로36길 39,1.0448,127.0746096,37.5363569,0,1,건대입구,7호선,585.853859923241,0,2,46.0,143861.5
자양우성7,59.94,407049.7,14,1998,광진구,자양동,아차산로36길 39,1.0448,127.0746096,37.5363569,0,1,건대입구,7호선,585.853859923241,0,2,41.4,102988.0
자양현대5,59.72,404538.4,13,1998,광진구,자양동,뚝섬로54길 74,1.0296296296296297,127.0782918,37.5286059,0,1,구의(광진구청),2호선,1157.2498473403216,0,0,38.0,111449.5
자양현대6,59.98,406315.8,2,1999,광진구,자양동,자양번영로3길 66,1.095505617977528,127.0716692,37.5328508,0,1,뚝섬유원지,7호선,461.44929182524135,0,1,46.0,104170.0
자양현대6,59.98,407049.7,2,1999,광진구,자양동,자양번영로3길 66,1.095505617977528,127.0716692,37.5328508,0,1,뚝섬유원지,7호선,461.44929182524135,0,1,41.4,104200.0
진넥스빌,115.24,406315.8,6,2001,광진구,자양동,자양강변길 251,-999.0,127.0726853,37.5304786,0,0,뚝섬유원지,7호선,540.475840219968,0,1,46.0,146304.6
테라팰리스건대2차,57.3,404538.4,9,2018,광진구,자양동,아차산로 311,-999.0,127.0778519,37.5383313,0,1,건대입구,7호선,662.0478008169716,0,1,38.0,78725.5
한강성원,59.46,407049.7,8,1997,광진구,자양동,능동로3길 17,-999.0,127.0660152,37.5332631,0,1,뚝섬유원지,7호선,200.9964761403159,1,0,41.4,79912.9
한강이레,57.36,406315.8,3,2003,광진구,자양동,자양강변길 301,-999.0,127.0752708,37.5297157,0,1,뚝섬유원지,7호선,782.1879425868844,0,0,46.0,56338.0
한양,108.35,404538.4,12,1983,광진구,자양동,구의강변로 11,1.1081081081081081,127.0910118,37.5314489,0,0,강변(동서울터미널),2호선,518.7008037571344,0,1,38.0,161407.5
한양,108.35,406315.8,6,1983,광진구,자양동,구의강변로 11,1.1081081081081081,127.0910118,37.5314489,0,0,강변(동서울터미널),2호선,518.7008037571344,0,1,46.0,158622.5
한양,110.22,407049.7,1,1983,광진구,자양동,구의강변로 11,1.1081081081081081,127.0910118,37.5314489,0,0,강변(동서울터미널),2호선,518.7008037571344,0,1,41.4,156337.5
현대3,84.9,406315.8,13,1996,광진구,자양동,뚝섬로56가길 10,-999.0,127.0834571,37.5285844,0,1,구의(광진구청),2호선,968.9056364648276,0,0,46.0,118161.5
현대3,84.9,407049.7,19,1996,광진구,자양동,뚝섬로58길 101,0.8405466970387244,127.0834571,37.5285844,0,1,구의(광진구청),2호선,968.9056364648276,0,0,41.4,133419.0
현대빌라트,131.85,406315.8,6,1993,광진구,자양동,뚝섬로52마길 42-18,-999.0,127.0800707,37.528152,0,0,구의(광진구청),2호선,1118.2816090220783,0,0,46.0,159976.2
욱현하이브Ⅲ,17.71,404538.4,7,2012,광진구,중곡동,용마산로1길 7,-999.0,127.0878807,37.554571,0,1,아차산(어린이대공원후문),5호선,360.5962054632385,0,1,38.0,13538.55
욱현하이브Ⅲ,15.69,407049.7,6,2012,광진구,중곡동,용마산로1길 7,-999.0,127.0878807,37.554571,0,1,아차산(어린이대공원후문),5호선,360.5962054632385,0,1,41.4,13303.0
욱현하이브Ⅲ,17.71,407049.7,5,2012,광진구,중곡동,용마산로1길 7,-999.0,127.0878807,37.554571,0,1,아차산(어린이대공원후문),5호선,360.5962054632385,0,1,41.4,13405.816666666668
욱현하이브Ⅲ,15.01,407049.7,7,2012,광진구,중곡동,용마산로1길 7,-999.0,127.0878807,37.554571,0,1,아차산(어린이대공원후문),5호선,360.5962054632385,0,1,41.4,12271.1
중곡1단지,48.46,404538.4,3,1976,광진구,중곡동,동일로72길 17,-999.0,127.0788815,37.5663986,0,1,중곡,7호선,482.25046677149305,0,1,38.0,46888.0
광진코지웰,18.82,404538.4,8,2014,광진구,화양동,능동로19길 35,-999.0,127.0718528,37.5470729,0,1,어린이대공원(세종대),7호선,268.53693689510106,1,0,38.0,16424.666666666664
광진코지웰,15.63,406315.8,12,2014,광진구,화양동,능동로19길 35,-999.0,127.0718528,37.5470729,0,1,어린이대공원(세종대),7호선,268.53693689510106,1,0,46.0,13923.0
광진코지웰,19.77,406315.8,10,2014,광진구,화양동,능동로19길 35,-999.0,127.0718528,37.5470729,0,1,어린이대공원(세종대),7호선,268.53693689510106,1,0,46.0,22085.5
광진코지웰,18.63,406315.8,4,2014,광진구,화양동,능동로19길 35,-999.0,127.0718528,37.5470729,0,1,어린이대공원(세종대),7호선,268.53693689510106,1,0,46.0,15858.599999999999
브라운스톤,84.99,404538.4,10,2006,광진구,화양동,광나루로 346,-999.0,127.0685662,37.5479996,0,1,어린이대공원(세종대),7호선,537.0561976733039,0,1,38.0,103872.0
신원리브웰화양동주상복합,16.92,407049.7,5,2019,광진구,화양동,능동로 170,-999.0,127.0737395,37.5456709,0,1,어린이대공원(세종대),7호선,272.834550784957,1,1,41.4,18164.5
씨즈건대힐스,14.23,406315.8,6,2017,광진구,화양동,광나루로20길 17,-999.0,127.0746792,37.5461982,0,1,어린이대공원(세종대),7호선,201.9163981632093,1,0,46.0,16081.6
개봉동현대아이파크,84.98,404538.4,16,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,38.0,101002.5
개봉동현대아이파크,84.98,404538.4,4,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,38.0,100262.0
개봉동현대아이파크,84.98,404538.4,5,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,38.0,100304.0
개봉동현대아이파크,84.98,406315.8,27,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,46.0,110678.5
개봉동현대아이파크,117.74,406315.8,1,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,0,개봉,경인선,502.82575570521135,0,1,46.0,102262.0
개봉동현대아이파크,59.99,407049.7,20,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,41.4,78087.66666666666
개봉동현대아이파크,84.98,407049.7,4,2006,구로구,개봉동,개봉로2길 133-15,1.20906432748538,126.859795,37.4900729,0,1,개봉,경인선,502.82575570521135,0,1,41.4,107928.0
거성푸르뫼,59.89,404538.4,12,1993,구로구,개봉동,고척로 85,0.963855421686747,126.8434989,37.5009472,0,1,오류동,경인선,732.7378956030007,0,0,38.0,42350.0
거성푸르뫼2,132.68,404538.4,7,1994,구로구,개봉동,고척로 82,0.9673469387755103,126.8435518,37.5001093,0,0,오류동,경인선,641.1107751477011,0,1,38.0,69266.0
거성푸르뫼2,84.96,406315.8,16,1994,구로구,개봉동,고척로 82,0.9673469387755103,126.8435518,37.5001093,0,1,오류동,경인선,641.1107751477011,0,1,46.0,56958.0
동도센트리움,116.276,406315.8,15,2002,구로구,개봉동,고척로22길 84,-999.0,126.8466684,37.4982842,0,0,오류동,경인선,433.4241248066993,0,1,46.0,68578.0
두산,84.96,404538.4,13,1997,구로구,개봉동,남부순환로95길 88,0.9376114081996435,126.8526549,37.4950228,0,1,개봉,경인선,621.6067558474592,0,2,38.0,64246.49
두산,111.69,406315.8,13,1997,구로구,개봉동,남부순환로95길 88,0.9376114081996435,126.8526549,37.4950228,0,0,개봉,경인선,621.6067558474592,0,2,46.0,73954.0
삼환,84.945,404538.4,9,1995,구로구,개봉동,남부순환로95길 54,0.8825031928480205,126.854458,37.494777,0,1,개봉,경인선,461.1504325709156,0,1,38.0,63458.5
삼환,114.48,404538.4,19,1995,구로구,개봉동,남부순환로95길 54,0.8825031928480205,126.854458,37.494777,0,0,개봉,경인선,461.1504325709156,0,1,38.0,72266.0
삼환,114.48,404538.4,4,1995,구로구,개봉동,남부순환로95길 54,0.8825031928480205,126.854458,37.494777,0,0,개봉,경인선,461.1504325709156,0,1,38.0,68948.0
삼환,84.945,404538.4,12,1995,구로구,개봉동,남부순환로95길 54,0.8825031928480205,126.854458,37.494777,0,1,개봉,경인선,461.1504325709156,0,1,38.0,63531.5
삼환,114.48,404538.4,2,1995,구로구,개봉동,남부순환로95길 54,0.8825031928480205,126.854458,37.494777,0,0,개봉,경인선,461.1504325709156,0,1,38.0,68749.0
상우,84.06,404538.4,17,1997,구로구,개봉동,남부순환로97길 50,-999.0,126.8609726,37.4937045,0,1,개봉,경인선,150.95512026683133,1,0,38.0,65244.0
상우,84.06,407049.7,16,1997,구로구,개봉동,남부순환로97길 50,-999.0,126.8609726,37.4937045,0,1,개봉,경인선,150.95512026683133,1,0,41.4,66368.0
한마을,59.57,404538.4,19,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,38.0,73654.33333333333
한마을,149.97,404538.4,9,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,0,개봉,경인선,260.9639674402396,1,0,38.0,116018.0
한마을,59.57,404538.4,10,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,38.0,73408.33333333333
한마을,59.57,404538.4,8,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,38.0,72580.33333333333
한마을,59.57,404538.4,13,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,38.0,73300.66666666666
한마을,149.97,404538.4,23,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,0,개봉,경인선,260.9639674402396,1,0,38.0,117392.0
한마을,59.57,406315.8,19,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,78546.83333333333
한마을,59.57,406315.8,23,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,79523.83333333333
한마을,59.57,406315.8,9,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,77951.83333333333
한마을,59.57,406315.8,18,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,78546.83333333333
한마을,84.57,406315.8,22,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,99576.16666666666
한마을,59.57,406315.8,6,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,77313.83333333333
한마을,59.57,406315.8,7,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,46.0,77572.83333333333
한마을,59.57,407049.7,9,1999,구로구,개봉동,경인로 382,1.260211800302572,126.8625089,37.4952798,0,1,개봉,경인선,260.9639674402396,1,0,41.4,73460.33333333333
한양아이클래스구로,42.35,407049.7,11,2018,구로구,개봉동,개봉로23가길 10,-999.0,126.8569375,37.4953653,0,1,개봉,경인선,256.7019118988622,1,0,41.4,36973.5
한진,59.95,404538.4,18,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,38.0,55527.0
한진,59.95,404538.4,15,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,38.0,55380.0
한진,84.96,406315.8,12,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,46.0,71287.0
한진,59.95,406315.8,4,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,46.0,58485.5
한진,59.95,407049.7,3,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,41.4,54208.5
한진,59.95,407049.7,10,2000,구로구,개봉동,개봉로3길 87,1.0641867250182349,126.8519376,37.4846813,0,1,광명사거리,7호선,657.0328170179632,0,1,41.4,55404.5
현대,84.99,404538.4,4,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,89183.58333333334
현대,59.94,404538.4,10,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,73226.5
현대,59.94,404538.4,1,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,64911.0
현대,84.99,404538.4,1,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,87014.75
현대,84.99,404538.4,10,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,91456.58333333334
현대,59.94,404538.4,15,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,73557.83333333333
현대,84.99,404538.4,4,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,38.0,89183.58333333334
현대,114.99,406315.8,8,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,0,개봉,경인선,297.3212682964167,1,0,46.0,99936.0
현대,84.99,406315.8,22,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,46.0,98570.16666666666
현대,59.94,406315.8,9,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,1,개봉,경인선,297.3212682964167,1,0,46.0,77707.5
현대,114.99,406315.8,21,2001,구로구,개봉동,개봉로20길 6,1.2719734660033168,126.858502,37.4920888,0,0,개봉,경인선,297.3212682964167,1,0,46.0,109693.0
